Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Analyze Quant Version,10.2,Report Quant Version,10.2
Epichlorohydrin,,,,
Data File,Type,RT,Resp.,Final Conc.
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 7:01:01,Data File,HJ-03.D
Type,Sample,Name,HJ-03
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 7:11:16,Data File,HJ-04.D
Type,Sample,Name,HJ-04
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 7:21:26,Data File,HJ-05.D
Type,Sample,Name,HJ-05
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 7:31:41,Data File,HJ-06.D
Type,Sample,Name,HJ-06
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 7:41:51,Data File,HJ-07.D
Type,Sample,Name,HJ-07
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 7:52:02,Data File,HJ-08.D
Type,Sample,Name,HJ-08
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin,6.209,0,ND,mg/L
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 8:02:12,Data File,HJ-09.D
Type,Sample,Name,HJ-09
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 8:12:25,Data File,HJ-10.D
Type,Sample,Name,HJ-10
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 8:22:39,Data File,HJ-11.D
Type,Sample,Name,HJ-11
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 8:32:50,Data File,HJ-12.D
Type,Sample,Name,HJ-12
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 8:43:00,Data File,HJ-13.D
Type,Sample,Name,HJ-13
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 8:53:09,Data File,HJ-14.D
Type,Sample,Name,HJ-14
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 9:03:23,Data File,HJ-15.D
Type,Sample,Name,HJ-15
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 9:13:32,Data File,HJ-16.D
Type,Sample,Name,HJ-16
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin,6.215,0,ND,mg/L
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 9:23:42,Data File,HJ-17.D
Type,Sample,Name,HJ-17
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 9:33:54,Data File,MBK-4.D
Type,Blank,Name,MBK-4
Dil.,0.002,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\EPIC(HC 1.22 YS 1.27.28 HJ 1.28)\QuantResults\EPIC.batch.bin
Analysis Time,2026-02-02 오전 9:39:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오후 2:46:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-02 오전 9:39:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-30 오후 9:44:07,Data File,CCV-4.D
Type,QC,Name,CCV-4
Dil.,1,Acq. Method File,VOC(EPIC) NEW
Sample Chromatogram

Name,RT,Resp.,Final Conc.,Units
Epichlorohydrin,6.290,17056,2.158,mg/L
Epichlorohydrin
,,
